"ano","sequencial_candidato","nome","uf","partido","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos.comites","recursos_de_pessoas_fisicas","recursos_de_pessoas_juridicas","recursos_proprios","recursos_de_partido_politico","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","cargo","sexo","grau","estado_civil","ocupacao","situacao"
2006,10760,"VERA LUCIA MAROSTICA CALLEGARO","RS","PSDB",16,15,7342,458.88,2885,1802,0,2655,0,38,31,6954.64,183.02,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","BIÓLOGO","nao_eleito"
2006,10761,"ALCEU CRESTANI","RS","PSDB",10,9,32462.9,3246.29,0,500,12350,3932.9,15680,103,76,38683.74,375.57,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","nao_eleito"
2006,10761,"CEZAR TADEU LOPES","PR","PMN",5,5,1749,349.8,500,830,0,419,0,6,6,1749,291.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","EMPRESÁRIO","nao_eleito"
2006,10761,"MALAQUIAS ALMEIDA SANTOS","PA","PDT",2,2,715,357.5,0,0,0,715,0,19,17,668.77,35.2,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","POLICIAL MILITAR","nao_eleito"
2006,10762,"ODILON FERNANDES DE SOUZA","RS","PSDB",1,1,2000,2000,0,0,0,2000,0,10,10,2000,200,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SEPARADO(A) JUDICIALMENTE","APOSENTADO (EXCETO SERVIDOR PÚBLICO)","nao_eleito"
2006,10763,"ANTONIO CARLOS SOUZA MOTA","BA","PPS",1,1,34,34,0,0,0,34,0,2,1,17,8.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2006,10763,"ELIO YUGI FUJIWARA","PR","PMN",7,6,4872.22,696.03,500,0,1300,3072.22,0,17,17,4872.22,286.6,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","FISCAL","nao_eleito"
2006,10763,"GEZILDA DA SILVA NAZARIO ALVES MONTEIRO","RJ","PAN",2,2,1320,660,1320,0,0,0,0,2,2,1320,660,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","nao_eleito"
2006,10763,"PAULO ELISEO BAPTISTA DA SILVA","RS","PSDB",13,13,2839.52,218.42,0,2438.71,0,400.81,0,47,41,2768.07,58.9,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","AGENTE ADMINISTRATIVO","nao_eleito"
2006,10764,"CARLOS EDUARDO SABOIA GOMES","PR","PMN",18,18,151080,8393.33,0,105450,16500,29130,0,342,284,134682.26,393.81,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","nao_eleito"
2006,10764,"DIRCEU FERREIRA DE ARAUJO","GO","PL",34,33,910762,26787.12,5000,338172,116000,451590,0,825,778,1081761.14,1311.23,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2006,10764,"MARIA AUXILIADORA CUNHA CERQUEIRA","BA","PPS",4,4,7900,1975,0,2700,0,5200,0,11,11,7853.69,713.97,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO","nao_eleito"
2006,10764,"SERGIO FETT SPARTA DE SOUZA","RS","PSDB",12,12,53585,4465.42,2885,700,5000,45000,0,114,104,50193.1,440.29,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MILITAR REFORMADO","nao_eleito"
2006,10765,"BILAL BRAYTIH","PR","PTC",2,2,545,272.5,545,0,0,0,0,2,2,545,272.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","BANCÁRIO E ECONOMIÁRIO","nao_eleito"
2006,10765,"FERNANDA MACHADO INÁCIO","RS","PSDB",88,61,13761.18,156.38,5397.5,8363.68,0,0,0,97,64,12343.08,127.25,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","CASADO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS","nao_eleito"
2006,10765,"HANS GUERRIERI SCHLEIER","BA","PPS",12,11,28853.82,2404.49,0,100,13034,15719.82,0,37,34,30199.23,816.2,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE","EMPRESÁRIO","nao_eleito"
2006,10766,"COLBERT MARTINS DA SILVA FILHO","BA","PPS",33,33,204128.59,6185.71,0,2700,186428.59,15000,0,246,215,197619.03,803.33,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","eleito"
2006,10766,"JORGE CLADISTONE POZZOBOM","RS","PSDB",34,31,70389.74,2070.29,9893.97,10000,21297.77,29198,0,242,133,63662.94,263.07,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO","nao_eleito"
2006,10767,"CHARLES COZZOLINO","RJ","PAN",11,10,152100,13827.27,1100,0,151000,0,0,145,119,148006.89,1020.74,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","EMPRESÁRIO","nao_eleito"
2006,10767,"GILDSON GOMES DOS SANTOS","BA","PPS",5,4,4041.5,808.3,0,441.5,2000,1600,0,13,11,4017.03,309,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2006,10767,"PEDRO PINHEIRO SKULSKI","SP","PAN",1,1,142.89,142.89,0,0,142.89,0,0,1,1,142.89,142.89,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","COMERCIANTE","nao_eleito"
2006,10768,"DANIEL THEOBALD LOPES MARODIM","RS","PSDB",6,6,10560,1760,0,8960,0,1600,0,72,54,9268.6,128.73,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE","EMPRESÁRIO","nao_eleito"
2006,10768,"JOSÉ SEBASTIÃO FILHO","SP","PAN",5,5,6795,1359,0,490,6100,205,0,10,10,6791.58,679.16,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA","nao_eleito"
2006,10768,"OSVALDO BUSKEI","PR","PTC",2,2,625.5,312.75,625.5,0,0,0,0,2,2,625.5,312.75,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","INDUSTRIAL","nao_eleito"
2006,10768,"REINALDO FERREIRA LIMA DE SOUZA","BA","PPS",6,6,3248.94,541.49,2166.67,500,0,582.27,0,21,19,3196.05,152.19,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)","nao_eleito"
2006,10769,"DIRCEU SILVEIRA MANFRINATO","PR","PTC",22,22,39267.48,1784.89,0,22260,12407.48,4600,0,73,71,37401.64,512.35,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","COMERCIANTE","nao_eleito"
2006,10769,"DJALMA DOS SANTOS GOMES","BA","PPS",21,15,5805,276.43,0,0,0,5805,0,20,18,5605,280.25,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2006,10769,"GILBERTO FERREIRA DA SILVA","SP","PAN",10,8,8450,845,0,7750,100,600,0,11,7,4600,418.18,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR","nao_eleito"
2006,10770,"CLAUDIO FIDEL MAXIMO MOREIRA","BA","PPS",7,7,1474.6,210.66,0,1474.6,0,0,0,11,11,1474.6,134.05,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","CONTADOR","nao_eleito"
2006,10770,"FRANCISCO STÊNIO BEZERRA MARTINS","RJ","PAN",4,4,44000,11000,0,10000,34000,0,0,10,10,41806,4180.6,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","nao_eleito"
2006,10770,"JORGE FERNANDO ZIMMERMANN","PR","PRONA",6,6,3170.5,528.42,1170.5,0,500,1500,0,26,24,3168.15,121.85,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","PUBLICITÁRIO","nao_eleito"
2006,10770,"MOACIR FISCHMANN","RS","PRONA",6,6,5138.14,856.36,2885,1400,353.14,500,0,11,11,5134.1,466.74,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ENGENHEIRO","nao_eleito"
2006,10770,"ROBERTO STEPHAN","SP","PAN",10,10,4814.73,481.47,500,1200,622.53,2492.2,0,20,16,3895.62,194.78,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)","nao_eleito"
2006,10771,"JOSE LUIS J. L. SANTOS","MA","PL",2,2,900,450,0,0,0,900,0,7,7,899.9,128.56,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2006,10771,"JOSE SEVERINO SILVA FELINTO","PR","PRONA",11,11,21597.01,1963.36,1796,18451.01,1350,0,0,18,17,21097.01,1172.06,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO","nao_eleito"
2006,10772,"ROGERIO BARRIOS DOS SANTOS","PR","PT do B",2,2,1580,790,500,0,1080,0,0,2,2,1580,790,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","DESENHISTA","nao_eleito"
2006,10773,"JOÃO BATISTA CHAVES MAGALHÃES","RJ","PAN",7,7,8822.27,1260.32,550,7038.85,0,1233.42,0,10,10,8822.27,882.23,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","nao_eleito"
2006,10773,"JORGE GONÇALVES DOS SANTOS","PR","PT do B",3,3,812,270.67,692,0,0,120,0,3,3,812,270.67,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)","VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS","nao_eleito"
2006,10773,"JOSÉ MARIA LIRA LIBERAL","PA","PV",2,2,800,400,0,800,0,0,0,4,4,798.03,199.51,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR","nao_eleito"
2006,10774,"RAYMUNDO VELOSO SILVA","BA","PPS",51,51,195448,3832.31,0,144348,51100,0,0,80,60,176919.8,2211.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","VEREADOR","eleito"
2006,10774,"SEBASTIAO DJALMA GOMES","MA","PL",1,1,5000,5000,0,0,0,0,5000,5,5,9998.92,1999.78,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","nao_eleito"
2006,10775,"CARLOS EDUARDO MADOGLIO","SP","PAN",2,2,775,387.5,0,0,0,775,0,7,7,769.15,109.88,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL","nao_eleito"
2006,10775,"EDSON MARTINS FERNANDES JUNIOR","RJ","PAN",3,2,1400,466.67,0,0,0,0,1400,3,2,850,283.33,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","JORNALISTA E REDATOR","nao_eleito"
2006,10776,"JULIO CESAR MARTINS FILHO","CE","PSL",6,6,2932,488.67,0,500,0,2432,0,13,12,2926.47,225.11,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2006,10777,"ABEL MAGALHÃES","SP","PAN",2,2,325,162.5,0,0,0,325,0,4,3,323.85,80.96,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO","nao_eleito"
2006,10777,"CLAUDIO PENNA CARDOSO","RJ","PAN",2,2,1320,660,1320,0,0,0,0,2,2,1320,660,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","BOMBEIRO MILITAR","nao_eleito"
2006,10778,"JOSÉ ALBERTO MARTELOZZO","SP","PAN",15,6,948.93,63.26,0,0,0.13,948.8,0,23,11,948.81,41.25,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","TRABALHADOR DE ARTES GRÁFICAS","nao_eleito"
2006,10779,"ANTONIO VALDIR FERREIRA FACUNDO","CE","PSL",1,1,200,200,200,0,0,0,0,1,1,200,200,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2006,10779,"JOÃO ADÃO","SP","PAN",2,2,560,280,0,280,0,280,0,6,6,556.53,92.75,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","FISCAL","nao_eleito"
2006,10779,"LEONISIO LOPES TRINDADE","PA","PDT",1,1,95,95,95,0,0,0,0,1,1,95,95,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA","nao_eleito"
2006,10779,"MURILO AMORIM GUERRA","RJ","PAN",1,1,550,550,550,0,0,0,0,1,1,550,550,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","COMERCIANTE","nao_eleito"
2006,10780,"EDIEL ANTONIO FERREIRA","RJ","PAN",8,8,3254.84,406.86,1320,704.84,0,1230,0,13,12,2904.84,223.45,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR","nao_eleito"
2006,10780,"NAPOLEÃO BRAUN GUIMARÃES","PA","PDT",7,4,408,58.29,0,0,0,408,0,14,10,568,40.57,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","nao_eleito"
2006,10780,"RUI PALLONE VASCONCELOS DOS SANTOS","SP","PAN",7,7,5620,802.86,0,3820,0,1800,0,44,38,5921.99,134.59,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2006,10781,"ANTONIO DE ALMEIDA PORTILHO","PA","PDT",2,2,1250,625,0,0,0,1250,0,6,6,1249.99,208.33,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL","nao_eleito"
2006,10781,"CÉLIO ROBERTO DE LIMA","SP","PAN",3,3,725,241.67,725,0,0,0,0,3,3,725,241.67,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS","nao_eleito"
2006,10781,"FLAVIO LUIS MOREIRA ANTUNES","PR","PSDB",20,18,100180.87,5009.04,0,0,100180.87,0,0,162,151,94014.22,580.33,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","EMPRESÁRIO","nao_eleito"
2006,10781,"FRANCISCO JULIENIO LIMA VASCONCELOS","CE","PSL",1,1,200,200,200,0,0,0,0,1,1,200,200,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","POLICIAL MILITAR","nao_eleito"
2006,10781,"MARIA BAHIA PEIXOTO VALADÃO","GO","PSDB",24,24,237592.22,9899.68,0,25775,1e+05,111817.22,0,159,149,188523.25,1185.68,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2006,10782,"EURIPEDES MACHADO DE ARAUJO","GO","PSDC",2,2,2800,1400,0,0,0,2800,0,6,6,2800,466.67,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR","nao_eleito"
2006,10782,"JOSÉ OSMANDO FIGUEIREDO","PA","PDT",12,11,47490,3957.5,0,8050,8440,31000,0,249,106,35790,143.73,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2006,10782,"LUIZ CARLOS GOMES","PR","PSDB",2,2,1200,600,700,0,0,500,0,8,8,1200,150,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ODONTÓLOGO","nao_eleito"
2006,10783,"FRANCISCO DE SOUSA RIPARDO","CE","PSL",2,2,200,100,200,0,0,0,0,1,1,200,200,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO MUNICIPAL","nao_eleito"
2006,10783,"MARIO RODRIGUES DA SILVA FILHO","PA","PDT",5,5,2659.01,531.8,95,2000,500,64.01,0,7,7,2659.01,379.86,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO","nao_eleito"
2006,10783,"RAUL BRAND JUNIOR","PR","PSDB",6,6,3900,650,700,0,0,3200,0,7,7,3893.84,556.26,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL","nao_eleito"
2006,10784,"CRISANTO ARRUDA FILHO","CE","PSL",1,1,200,200,200,0,0,0,0,1,1,200,200,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","EMPRESÁRIO","nao_eleito"
2006,10784,"ELSON SANTOS SILVA","PA","PDT",4,4,800,200,0,200,0,600,0,11,11,800,72.73,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","nao_eleito"
2006,10784,"LUIZ GUILHERMINO RORATO","PR","PSDB",2,2,825.5,412.75,825.5,0,0,0,0,2,2,825.5,412.75,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO","nao_eleito"
2006,10785,"JOÃO MANOEL DELGADO LUCENA","PR","PSDB",5,5,17951,3590.2,951,0,0,17000,0,17,17,17951,1055.94,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","ADMINISTRADOR","nao_eleito"
2006,10785,"MÁRCIO PEREIRA SOUSA","CE","PSL",2,2,860,430,0,0,0,860,0,3,3,853.23,284.41,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","DIVORCIADO(A)","MOTORISTA PARTICULAR","nao_eleito"
2006,10786,"ISRAEL TAGLIARI","PR","PSDB",3,3,951,317,951,0,0,0,0,2,2,951,475.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PUBLICITÁRIO","nao_eleito"
2006,10786,"IVALDO JOSÉ PIMENTEL","PA","PDT",2,2,573,286.5,500,0,0,73,0,10,10,573,57.3,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS","nao_eleito"
2006,10787,"LUIZ CARLOS JORGE HAULY","PR","PSDB",54,53,1008606.43,18677.9,1250,650,1006706.43,0,0,1035,984,954315.48,922.04,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO","eleito"
2006,10787,"RAIMUNDO RODRIGUES DE OLIVEIRA","PA","PDT",5,5,1713.52,342.7,1500,130,0,83.52,0,10,10,1713.52,171.35,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","AGRICULTOR","nao_eleito"
2006,10788,"LUIZ DA COSTA LEÃO","PA","PDT",7,6,10218.66,1459.81,0,10000,0,218.66,0,32,28,9138.51,285.58,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2006,10788,"NITIS JACON DE ARAÚJO MOREIRA","PR","PSDB",25,19,193525.5,7741.02,825.5,22200,2500,168000,0,350,327,189096.6,540.28,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO","nao_eleito"
2006,10788,"RICARDO SALVINO DO NASCIMENTO","PE","PHS",3,3,486.4,162.13,486.4,0,0,0,0,3,3,486.4,162.13,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL","nao_eleito"
2006,10789,"JOSE LUIZ GONZAGA PINHEIRO","PR","PSDB",2,2,825.5,412.75,825.5,0,0,0,0,2,2,825.5,412.75,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIÁRIO","nao_eleito"
2006,10789,"ROBERTO CLEIBER PEIXOTO DE ALENCAR","CE","PSL",7,7,3983.65,569.09,200,0,0,3783.65,0,6,6,3962.64,660.44,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS","nao_eleito"
2006,10789,"SEVERINO VIEIRA BARRETO","PE","PHS",3,3,486.4,162.13,486.4,0,0,0,0,3,3,486.4,162.13,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","DETETIVE PARTICULAR","nao_eleito"
2006,10789,"TACIANO PINON FRIAES","PA","PDT",3,3,164.55,54.85,150,0,0,14.55,0,4,4,164.55,41.14,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","OUTROS","nao_eleito"
2006,10790,"ISAEL PASTUCH JÚNIOR","PR","PSDB",9,9,13261,1473.44,0,210,13051,0,0,19,19,13156.45,692.44,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO","nao_eleito"
2006,10790,"JOSÉ LISBOA DA SILVA","CE","PSL",1,1,200,200,200,0,0,0,0,1,1,200,200,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL","nao_eleito"
2006,10790,"PAULO JOAQUIM DE JESUS","PA","PDT",2,2,205,102.5,205,0,0,0,0,2,2,205,102.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS","nao_eleito"
2006,10791,"FELIPE NASSER DAHER","PR","PSDB",10,9,4975.5,497.55,825.5,2150,2000,0,0,7,7,4805.5,686.5,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS","nao_eleito"
2006,10792,"AFFONSO ALVES DE CAMARGO NETO","PR","PSDB",18,12,333200,18511.11,700,60000,250000,22500,0,346,282,275602.33,796.54,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","eleito"
2006,10792,"FABIO BEZERRA MENDES","PE","PHS",3,3,486.4,162.13,486.4,0,0,0,0,3,3,486.4,162.13,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","COMERCIANTE","nao_eleito"
2006,10793,"RAIMUNDO JOSÉ FERREIRA FILHO","PE","PHS",4,4,500.96,125.24,486.4,0,0,14.56,0,5,5,500.96,100.19,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL","nao_eleito"
2006,10793,"SEBASTIANA DE LURDES SANTOS DE LACERDA","PR","PSDB",1,1,700,700,700,0,0,0,0,1,1,700,700,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO","nao_eleito"
2006,10794,"CIRO GILMAR CAMPOS","PR","PSDB",7,5,1500,214.29,0,0,1000,500,0,19,19,11353.94,597.58,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO","nao_eleito"
2006,10794,"GILBERTO FERNANDES DE FRANÇA E SILVA.","PE","PHS",3,3,486.4,162.13,486.4,0,0,0,0,3,3,486.4,162.13,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","COMERCIANTE","nao_eleito"
2006,10795,"LUIZ CARLOS SANCHES","PR","PSDB",1,1,700,700,700,0,0,0,0,1,1,700,700,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","CONTADOR","nao_eleito"
2006,10796,"JACOB ALFREDO STOFFELS KAEFER","PR","PSDB",46,33,2951689.09,64167.15,700,1000,1997989.09,952000,0,3777,3384,2167448.29,573.85,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO","eleito"
2006,10797,"GUSTAVO BONATO FRUET","PR","PSDB",28,27,617599.66,22057.13,0,109898,297701.66,210000,0,214,200,610382.83,2852.26,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","DEPUTADO","eleito"
2006,10798,"JOSÉ FRANCISCO PEREIRA SOBRINHO","PE","PHS",3,3,486.4,162.13,486.4,0,0,0,0,3,3,486.4,162.13,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OPERADOR DE EQUIPAMENTO DE RÁDIO, TELEVISÃO, SOM E CINEMA","nao_eleito"
2006,10799,"JOSÉ LUCIANO PONTE LINHARES","CE","PSOL",13,13,33620,2586.15,0,6400,600,26620,0,37,37,33597.07,908.03,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","nao_eleito"
2006,10799,"SERGIO LUIZ DE SOUZA","PR","PSDB",1,1,1,1,0,0,0,1,0,1,1,1,1,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO","nao_eleito"
2006,10800,"AMADEU ALVES DE OLIVEIRA FILHO","PR","PSDB",7,7,11250.5,1607.21,825.5,4000,0,6425,0,13,13,11250.5,865.42,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ODONTÓLOGO","nao_eleito"
2006,10800,"JOSE OSEAS DA COSTA","RS","PSC",2,2,2050,1025,0,0,0,2050,0,4,4,2049.45,512.36,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÚSICO","nao_eleito"
